,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP_per_G,PTS_per_G,TRB_per_G,AST_per_G,WS,WS_per_48,BPM,VORP
199,1967,44.0,BAL,Dexter Westbrook,Providence College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,1967,45.0,DET,Paul Long,Wake Forest University,4,71,436,274,57,54,0.46399999999999997,0.0,0.753,6.1,3.9,0.8,0.8,1.0,0.111,0.0,0.0
201,1967,46.0,CHI,Dick Pruet,Jacksonville University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,1967,47.0,LAL,Joe Allen,Bradley University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,1967,48.0,NYK,Barry Leibowitz,Long Island University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,1967,49.0,STL,Mike Wittman,University of Miami,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,1967,50.0,CIN,Trooper Washington,Cheyney University of Pennsylvania,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,1967,51.0,SFW,Mike Lynn,"University of California, Los Angeles",2,49,428,126,68,31,0.32899999999999996,0.0,0.667,8.7,2.6,1.4,0.6,-0.3,-0.035,0.0,0.0
207,1967,52.0,BOS,Mike Redd,Kentucky Wesleyan College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,1967,53.0,PHI,James Reid,Winston-Salem State University,1,6,52,21,11,3,0.5,0.0,0.2,8.7,3.5,1.8,0.5,0.1,0.078,0.0,0.0
209,1967,54.0,SEA,Plummer Lott,Seattle University,2,67,638,147,123,43,0.294,0.0,0.583,9.5,2.2,1.8,0.6,-1.3,-0.10099999999999999,0.0,0.0
210,1967,55.0,SDR,Herb McPherson,Murray State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,1967,56.0,BAL,Bob Riedy,Duke University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,1967,57.0,DET,Vaughn Harper,Syracuse University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,1967,58.0,CHI,Marlbert Pradd,Dillard University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,1967,59.0,LAL,Gary Keller,University of Florida,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,1967,60.0,NYK,Bob Benfield,West Virginia University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,1967,61.0,STL,John Morrison,Canisius College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,1967,62.0,CIN,Frank Stronczek,American International College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,1967,63.0,SFW,Dale Schlueter,Colorado State University,10,586,9624,3130,3034,920,0.49700000000000005,0.0,0.6779999999999999,16.4,5.3,5.2,1.6,20.8,0.10400000000000001,-0.9,0.8
221,1967,64.0,BOS,Ed Hummer,Princeton University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,1967,65.0,PHI,Tim Powers,Creighton University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,1967,66.0,SDR,Robert Cole,Saint Louis University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,1967,67.0,SEA,Gordon Harris,University of Washington,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,1967,68.0,BAL,Ron Perry,Virginia Polytechnic Institute and State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,1967,69.0,DET,Bobby Lloyd,Rutgers University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,1967,70.0,CHI,Bob Wolf,Marquette University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,1967,71.0,LAL,Jamie Thompson,Wichita State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,1967,72.0,NYK,Butch Wade,Indiana State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,1967,73.0,STL,Carl Fuller,Bethune-Cookman College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,1967,74.0,CIN,Charles Beasley,Southern Methodist University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,1967,75.0,SFW,Sonny Bustion,Colorado State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,1967,76.0,BOS,Edgar Lacey,"University of California, Los Angeles",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,1967,77.0,PHI,Frank Card,South Carolina State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,1967,78.0,SEA,Dick Kolbert,"University of California, Santa Barbara",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,1967,79.0,SDR,Elbert Miller,"University of Nevada, Las Vegas",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,1967,80.0,BAL,Ed Manning,Jackson State University,4,280,4013,1418,1264,200,0.423,0.0,0.7020000000000001,14.3,5.1,4.5,0.7,4.2,0.05,0.0,0.0
242,1967,81.0,DET,George Carter,St. Bonaventure University,1,1,5,3,0,1,0.5,0.0,1.0,5.0,3.0,0.0,1.0,0.0,0.23,0.0,0.0
243,1967,82.0,CHI,Leon Simon,College of Santa Fe,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,1967,83.0,LAL,Don Carlos,Otterbein College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,1967,84.0,NYK,Gil Radday,St. Francis College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,1967,85.0,STL,Arvesta Kelly,Lincoln University of Missouri,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,1967,86.0,CIN,Frank Hollendoner,Georgetown University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,1967,87.0,SFW,Bob Krulish,University of the Pacific,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,1967,88.0,BOS,Andrew Anderson,Canisius College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,1967,89.0,PHI,Jim Conley,University of Virginia,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,1967,90.0,SDR,Al Grundy,Saint Joseph's University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,1967,91.0,SEA,Willie Wolters,Boston College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,1967,92.0,BAL,Robert Allen,University of Arkansas at Pine Bluff,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,1967,93.0,CHI,Ernie Laurent,University of Albuquerque,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,1967,94.0,LAL,Jay McMillon,University of Maryland,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,1967,95.0,NYK,Ray Smith,Kansas State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,1967,96.0,STL,Ed Biedenbach,North Carolina State University,1,7,18,4,2,3,0.0,0.0,0.667,2.6,0.6,0.3,0.4,-0.1,-0.248,0.0,0.0
260,1967,97.0,CIN,Ron Sepic,Ohio State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,1967,98.0,SFW,Richard Dean,Syracuse University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,1967,99.0,BOS,Henry Brown,University of Massachusetts Lowell,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,1967,100.0,PHI,Ron Filipek,Tennessee Technological University,1,19,73,43,25,7,0.38299999999999995,0.0,0.5,3.8,2.3,1.3,0.4,0.0,-0.009000000000000001,0.0,0.0
264,1967,101.0,SEA,Roderick McDonald,Whitworth,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,1967,102.0,SDR,Ron Coleman,University of Missouri,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,1967,103.0,BAL,Bill Gillespie,Montana State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,1967,104.0,CHI,Jim Boshart,Wake Forest University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,1967,105.0,LAL,Don Kruze,University of Houston,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,1967,106.0,NYK,Bruce Kaplan,New York University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,1967,107.0,STL,Rich Falkenbrush,Saint Michael's College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,1967,108.0,CIN,Willie Davis,University of North Texas,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,1967,109.0,SFW,Joe Galbo,San Francisco State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,1967,110.0,BOS,Rick Weitzman,Northeastern University,1,25,75,33,10,8,0.261,0.0,0.6920000000000001,3.0,1.3,0.4,0.3,-0.3,-0.184,0.0,0.0
276,1967,111.0,PHI,Butch Ervin,Niagara University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,1967,112.0,SDR,John Duncan,Murray State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,1967,113.0,SEA,Gary Lechman,Gonzaga University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,1967,114.0,BAL,Bubba Smith,Michigan State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,1967,115.0,CHI,Jim Andros,University of New Haven,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,1967,116.0,LAL,Nick Pino,Kansas State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,1967,117.0,NYK,Mark Merkin,University of North Carolina,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,1967,118.0,CIN,Ken Callaway,University of Cincinnati,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,1967,119.0,SFW,Bill Morgan,University of New Mexico,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,1967,120.0,BOS,Joe Harrington,University of Maryland,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,1967,121.0,PHI,Ted Campbell,North Carolina Agricultural and Technical State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,1967,122.0,SEA,Randy Matson,Texas A&M University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,1967,123.0,SDR,Al Razutis,Alliant International University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,1967,124.0,BAL,Tony Eaton,University of Texas-Pan American,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,1967,125.0,DET,George Dalzell,Colgate University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,1967,126.0,CHI,Ron Widby,University of Tennessee,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,1967,127.0,LAL,Ben Monroe,University of New Mexico,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,1967,128.0,NYK,Mike Riordan,Providence College,9,639,15890,6334,1830,1524,0.47,0.0,0.7440000000000001,24.9,9.9,2.9,2.4,33.2,0.1,-0.9,2.0
298,1967,129.0,CIN,Frank Gadjunas,Villanova University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,1967,130.0,SFW,David Fox,University of the Pacific,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,1967,131.0,PHI,Hubie Marshall,La Salle University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,1967,132.0,SDR,Martin Navia,New Mexico Highlands University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,1967,133.0,SEA,Rubin Russell,University of North Texas,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,1967,134.0,BAL,Lyn Burkholder,University of South Carolina,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,1967,135.0,DET,Matthew Aitch,Michigan State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,1967,136.0,CHI,Tom Storm,Montana State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,1967,137.0,LAL,Gary Jones,University of Iowa,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,1967,138.0,CIN,John Moates,University of Richmond,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,1967,139.0,PHI,George Mack,North Carolina Agricultural and Technical State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,1967,140.0,SEA,John Schroeder,Ohio University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,1967,141.0,SDR,Bob Chlupsa,Manhattan College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,1967,142.0,BAL,Paul Mickey,Pennsylvania State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,1967,143.0,CHI,Don Whitehead,Erskine College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,1967,144.0,CIN,Jerry Pettway,Northwood Institute,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,1967,145.0,PHI,Wayne Brabender,University of Minnesota Morris,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,1967,146.0,SDR,John Tolbert,South Carolina State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,1967,147.0,SEA,Jim Sutherland,Clemson University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,1967,148.0,BAL,Rich Peek,Louisiana Tech University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,1967,149.0,CHI,Jim Garza,Lawrence Technological University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,1967,150.0,CIN,Earl Beechum,Midwestern State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,1967,151.0,PHI,Sherman Dillard,University of Tulsa,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,1967,152.0,SEA,Willie Campbell,University of Nebraska,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,1967,153.0,BAL,Gary Williams,University of Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,1967,154.0,CHI,Jimmy Dawson,University of Illinois at Urbana-Champaign,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,1967,155.0,CIN,John Vermelyea,Morningside College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,1967,156.0,PHI,Wayne Chapman,Western Kentucky University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,1967,157.0,BAL,Loy Peterson,Oregon State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,1967,158.0,CIN,Darryll Meachem,Edinboro University of Pennsylvania,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,1967,159.0,PHI,Gary Paulk,Oklahoma State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,1967,160.0,BAL,Jerry Southwood,Vanderbilt University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,1967,161.0,BAL,George Spencer,University of Washington,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1967,162.0,BAL,Roland West,University of Cincinnati,1,4,14,4,5,0,0.4,0.0,0.0,3.5,1.0,1.3,0.0,0.0,-0.003,0.0,0.0
348,1968,1.0,SDR,Elvin Hayes,University of Houston,16,1303,50000,27313,16279,2398,0.452,0.147,0.67,38.4,21.0,12.5,1.8,120.8,0.11599999999999999,0.9,23.3
349,1968,2.0,BAL,Wes Unseld,University of Louisville,13,984,35832,10624,13769,3822,0.509,0.5,0.633,36.4,10.8,14.0,3.9,110.1,0.147,4.4,32.8
350,1968,3.0,SEA,Bob Kauffman,Guilford College,7,525,13568,6049,3682,1429,0.47700000000000004,0.0,0.7490000000000001,25.8,11.5,7.0,2.7,31.5,0.111,-1.6,0.2
351,1968,4.0,CHI,Tom Boerwinkle,University of Tennessee,10,635,14387,4596,5745,2007,0.45299999999999996,0.0,0.675,22.7,7.2,9.0,3.2,38.0,0.127,3.8,7.5
352,1968,5.0,CIN,Zaid Abdul-Aziz,Iowa State University,10,505,11023,4557,4065,601,0.428,0.0,0.728,21.8,9.0,8.0,1.2,17.5,0.076,-0.1,2.1
353,1968,6.0,DET,Otto Moore,University of Texas-Pan American,9,682,16893,5616,5575,1060,0.45299999999999996,0.0,0.609,24.8,8.2,8.2,1.6,24.7,0.07,0.0,3.3
354,1968,7.0,MIL,Charlie Paulk,Northeastern State University,3,120,1641,741,462,41,0.392,0.0,0.611,13.7,6.2,3.9,0.3,-0.9,-0.026000000000000002,0.0,0.0
355,1968,8.0,PHO,Gary Gregor,University of South Carolina,5,296,7397,2905,2065,436,0.431,0.0,0.715,25.0,9.8,7.0,1.5,2.6,0.017,0.0,0.0
356,1968,9.0,SFW,Ron Williams,West Virginia University,8,516,11478,4797,971,1818,0.441,0.0,0.833,22.2,9.3,1.9,3.5,23.5,0.098,-3.8,-0.8
357,1968,10.0,NYK,Bill Hosket,Ohio State University,4,143,1395,573,355,94,0.485,0.0,0.715,9.8,4.0,2.5,0.7,3.2,0.109,0.0,0.0
358,1968,11.0,LAL,Bill Hewitt,University of Southern California,6,361,7461,2062,1994,469,0.439,0.0,0.561,20.7,5.7,5.5,1.3,5.2,0.033,-2.8,-0.1
359,1968,12.0,BOS,Don Chaney,University of Houston,12,742,17406,6216,2913,1593,0.43799999999999994,0.16699999999999998,0.7759999999999999,23.5,8.4,3.9,2.1,35.5,0.098,-0.2,4.2
360,1968,13.0,ATL,Skip Harlicka,University of South Carolina,1,26,218,106,16,37,0.456,0.0,0.774,8.4,4.1,0.6,1.4,0.5,0.11900000000000001,0.0,0.0
361,1968,14.0,PHI,Shaler Halimon,Utah State University,4,170,2523,1136,571,302,0.397,0.0,0.622,14.8,6.7,3.4,1.8,-0.1,-0.001,0.0,0.0
364,1968,15.0,SDR,John Trapp,"University of Nevada, Las Vegas",5,279,4895,2066,1248,283,0.42,0.0,0.725,17.5,7.4,4.5,1.0,6.2,0.061,0.0,0.0
365,1968,16.0,SEA,Art Harris,Stanford University,4,238,5206,2171,575,639,0.396,0.0,0.626,21.9,9.1,2.4,2.7,-1.7,-0.016,0.0,0.0
366,1968,17.0,CHI,Loy Petersen,Oregon State University,2,69,530,199,67,48,0.387,0.0,0.682,7.7,2.9,1.0,0.7,0.2,0.021,0.0,0.0
367,1968,18.0,BAL,Bob Quick,Xavier University,4,136,1868,822,381,93,0.452,0.0,0.738,13.7,6.0,2.8,0.7,4.0,0.10300000000000001,0.0,0.0
368,1968,19.0,CHI,Ron Dunlap,University of Illinois at Urbana-Champaign,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,1968,20.0,DET,Manny Leaks,Niagara University,6,135,3375,1114,921,120,0.391,0.0,0.7140000000000001,25.0,8.3,6.8,0.9,1.0,0.013999999999999999,-4.7,-0.6
370,1968,21.0,PHO,Dick Cunningham,Murray State University,7,358,3792,1012,1324,221,0.406,0.0,0.636,10.6,2.8,3.7,0.6,4.2,0.054000000000000006,-11.8,-0.1
371,1968,22.0,MIL,Gene Moore,Saint Louis University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,1968,23.0,SDR,Stu Lantz,University of Nebraska,8,547,15267,6782,1820,1566,0.435,0.0,0.8140000000000001,27.9,12.4,3.3,2.9,32.5,0.102,-2.9,-0.8
375,1968,24.0,SEA,Jeff Ockel,University of Utah,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,1968,25.0,DET,Donald Dee,Saint Mary of the Plains College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,1968,26.0,BAL,Ron Nelson,University of New Mexico,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,1968,27.0,CIN,Pat Frink,University of Colorado,1,48,363,123,41,55,0.34,0.0,0.7929999999999999,7.6,2.6,0.9,1.1,-0.5,-0.064,0.0,0.0
379,1968,28.0,CIN,Fred Foster,Miami University,8,524,9116,4093,1275,601,0.414,0.0,0.727,17.4,7.8,2.4,1.1,2.9,0.016,-5.4,-2.1
380,1968,29.0,SFW,Donald Sidle,University of Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,1968,30.0,NYK,Don May,University of Dayton,7,379,6619,3339,1309,389,0.45299999999999996,0.0,0.7979999999999999,17.5,8.8,3.5,1.0,11.4,0.08199999999999999,-4.6,-0.6
382,1968,31.0,CHI,Dave Newmark,Columbia University,2,145,1771,769,521,100,0.405,0.0,0.6709999999999999,12.2,5.3,3.6,0.7,1.2,0.034,0.0,0.0
383,1968,32.0,BOS,Garfield Smith,Eastern Kentucky University,2,63,415,168,132,17,0.385,0.0,0.322,6.6,2.7,2.1,0.3,-0.3,-0.036000000000000004,0.0,0.0
384,1968,33.0,BAL,Jack Thompson,University of South Carolina,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,1968,34.0,SEA,Ed Johnson,Tennessee State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,1968,35.0,MIL,Sam Williams,University of Iowa,2,66,672,255,116,64,0.353,0.0,0.531,10.2,3.9,1.8,1.0,-0.4,-0.028999999999999998,0.0,0.0
387,1968,36.0,PHO,Art Beatty,American University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,1968,37.0,SDR,Harry Barnes,Northeastern University,1,22,126,43,26,5,0.281,0.0,0.5379999999999999,5.7,2.0,1.2,0.2,-0.4,-0.154,0.0,0.0
391,1968,38.0,SEA,Henry Logan,Western Carolina University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,1968,39.0,CHI,Mike Lynn,"University of California, Los Angeles",2,49,428,126,68,31,0.32899999999999996,0.0,0.667,8.7,2.6,1.4,0.6,-0.3,-0.035,0.0,0.0
393,1968,40.0,BAL,Dallas Thornton,Kentucky Wesleyan College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,1968,41.0,CIN,Daniel Sparks,Weber State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
